portfolio_scope,fit_provenance,fit_end,month,as_of_month,undiscounted_loss,discounted_loss,marginal_pd_dollars,expected_default_exposure,cumulative_discounted_loss,scenario
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,81,2025-09-01,221348.96956201913,159239.1078840923,1101065.557414782,926809.7711844943,158110595.42660183,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,82,2025-10-01,213059.3564849106,152653.60586349678,1061150.1469513788,890718.7318280314,158263249.03246534,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,83,2025-11-01,205207.96620495038,146431.6302824364,1023378.722832438,856604.6658147349,158409680.66274777,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,84,2025-12-01,197764.80968487705,140547.75799977873,987602.2170008097,824328.4555653406,158550228.42074755,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,85,2026-01-01,190701.02200921194,134977.7399580541,953677.5961617503,793757.2849930417,158685206.1607056,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,86,2026-02-01,183990.30942692593,129699.50137286258,921474.7479255906,764770.3850855102,158814905.66207847,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,87,2026-03-01,177609.22215321564,124693.29292077094,890877.7044766071,737259.9313014194,158939598.95499924,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,88,2026-04-01,171536.8658003699,119941.44522063235,861783.188274095,711129.6782453525,159059540.40021986,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,89,2026-05-01,165754.46397456038,115428.02510114043,834098.4566847722,686293.0257758365,159174968.425321,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,90,2026-06-01,160244.95630555088,111138.52432295476,807739.3251633473,662671.2612101694,159286106.94964397,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,91,2026-07-01,154984.19720132794,107053.75375921001,782586.6442412506,640157.3752439521,159393160.70340317,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,92,2026-08-01,149962.55587696523,103164.80005724802,758594.2973668593,618705.1988844994,159496325.50346044,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,93,2026-09-01,145196.9559527902,99481.06905862804,735844.6319328306,598376.9369995611,159595806.57251906,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,94,2026-10-01,140652.98429568962,95976.76522517821,714168.7228743571,579025.1360073512,159691783.33774424,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,95,2026-11-01,136312.65541430464,92637.65660149479,693478.2524092013,560570.4429716751,159784420.99434572,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,96,2026-12-01,132162.22491776716,89452.59599763337,673705.6692172565,542951.3955363447,159873873.59034336,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,97,2027-01-01,128188.17257516559,86410.75284208142,654784.4692263315,526107.9347432454,159960284.34318542,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,98,2027-02-01,124378.42050368202,83502.42632792021,636655.2374231385,509986.3522920667,160043786.76951334,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,99,2027-03-01,120722.57049378805,80719.18286049423,619266.8501982397,494540.20049394213,160124505.95237383,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,100,2027-04-01,117211.69772087171,78053.69448224564,602575.4809106367,479729.393909328,160202559.64685607,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,101,2027-05-01,113838.03168673014,75499.5061393771,586543.0378827545,465518.8617190865,160278059.15299544,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,102,2027-06-01,110594.66711952041,73050.82814062027,571135.7412080807,451877.3328515331,160351109.98113605,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,103,2027-07-01,107464.45736186324,70695.21719006193,556271.0861162418,438733.6827046067,160421805.1983261,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,104,2027-08-01,104460.7410303847,68440.39547523658,542008.3497600583,426133.8072868204,160490245.59380135,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,105,2027-09-01,101585.53021446744,66286.56050776152,528367.2766011857,414090.5212111998,160556532.15430912,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,106,2027-10-01,98820.61479083567,64220.755396056535,515255.5043296932,402525.11572414427,160620752.9097052,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,107,2027-11-01,96157.53089840602,62236.532274452744,502630.7710993207,391400.38347484387,160682989.44197965,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,108,2027-12-01,93589.42595256922,60328.57843273141,490459.45417217235,380686.4544050057,160743318.0204124,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,109,2028-01-01,91109.53630120459,58491.71695702449,478708.0912588207,370353.85634447116,160801809.73736942,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,110,2028-02-01,88712.03369602462,56721.44602166303,467347.8034268288,360377.08172259975,160858531.1833911,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,111,2028-03-01,86392.15311733971,55014.007395057284,456355.03692260484,350735.13491461345,160913545.19078615,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,112,2028-04-01,84146.02226054447,53366.263908488974,445710.75065692305,341410.822881015,160966911.45469463,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,113,2028-05-01,81970.42748390153,51775.53959670978,435399.25261598395,332389.7755980213,161018686.99429134,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,114,2028-06-01,79862.60984394913,50239.48250912851,425407.1732015474,323659.5910170429,161068926.47680047,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,115,2028-07-01,77818.06188739456,48754.678182213494,415711.1212846807,315199.7913025417,161117681.1549827,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,116,2028-08-01,75825.26274475972,47313.386354998875,406258.03934879065,306966.3326829325,161164994.5413377,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,117,2028-09-01,73916.14739758299,45934.9932503404,397205.34472781006,299084.63981185836,161210929.53458804,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,118,2028-10-01,72070.74797675316,44606.44251898329,388453.9424364467,291473.105575457,161255535.97710702,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,119,2028-11-01,70282.02573263265,43322.85357515321,379969.15756735235,284102.486175301,161298858.83068216,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,120,2028-12-01,68546.34376501567,42081.508919104104,371733.0126892329,276957.13311297604,161340940.33960125,severely_adverse
